,gameResult,TOP,JUNGLE,MIDDLE,BOTTOM,SUPPORT
1155,1,1.59,2.88,1.69,3.24,2.85
1156,0,3.57,2.96,2.85,3.72,1.86
1157,0,2.85,1.92,5.77,0.20,2.96
1158,0,2.20,2.48,2.85,3.68,3.39
1159,0,2.81,2.46,2.85,2.49,2.19
1160,0,0.58,1.02,2.15,2.85,2.37
1161,0,2.29,2.45,2.10,1.95,2.85
1162,1,3.00,2.79,3.07,3.45,2.85
1163,1,1.73,1.65,2.88,3.45,2.85
1164,0,3.44,2.96,2.85,3.32,2.13
1165,1,1.47,2.05,2.85,4.35,1.40
1166,0,2.36,1.97,2.47,2.33,2.85
1167,0,2.30,2.57,2.85,2.03,2.49
1168,0,3.07,1.50,2.34,2.00,2.85
1169,1,1.71,3.40,2.56,2.05,2.74
1170,1,2.22,3.40,1.85,2.07,2.74
1171,1,1.69,3.40,1.63,2.50,2.74
1172,1,2.86,3.40,2.60,2.38,2.74
1173,0,2.41,3.40,2.05,3.53,2.74
1174,0,1.91,3.40,1.64,2.93,2.74
1175,0,2.36,3.40,2.08,4.18,2.74
1176,0,1.01,3.40,1.70,2.04,2.74
1177,1,2.18,3.40,2.32,2.68,2.74
1178,1,1.84,3.40,2.92,2.21,2.74
1179,1,0.64,3.40,2.69,2.50,2.74
1180,0,2.06,3.40,1.41,4.03,2.74
1181,1,3.01,3.40,1.52,1.83,2.74
1182,1,1.71,3.40,2.25,2.39,2.74
1183,0,2.04,3.40,1.87,1.60,2.74
1184,0,1.72,3.40,1.58,2.79,2.74
1185,1,1.33,3.40,2.23,2.11,2.74
1186,1,1.91,2.19,1.77,3.37,2.74
1187,0,4.41,1.16,2.17,3.37,2.74
1188,0,2.61,3.43,2.36,3.37,2.74
1189,1,1.76,2.67,2.34,2.99,1.22
1190,0,1.53,2.46,2.04,2.99,2.43
1191,1,3.38,1.85,1.83,2.99,2.43
1192,0,1.70,3.13,2.43,2.99,2.47
1193,0,2.17,1.64,2.43,2.99,2.16
1194,1,2.29,1.75,1.23,2.99,2.76
1195,0,2.68,1.78,3.68,2.99,2.78
1196,1,3.41,2.52,2.24,2.99,1.57
1197,0,2.14,1.48,2.66,2.99,2.60
1198,1,3.10,1.66,2.42,2.99,2.60
1199,0,2.57,1.62,1.65,2.99,1.90
1200,0,1.21,2.25,1.74,2.99,2.60
1201,1,1.50,2.83,1.90,2.99,2.24
1202,0,2.16,2.41,1.77,2.99,1.68
1203,0,1.41,1.65,2.86,2.99,2.33
1204,1,2.35,2.83,2.86,2.99,2.81
1205,1,2.94,2.50,2.86,2.99,1.78
1206,1,1.33,2.86,1.66,2.99,1.06
1207,1,2.87,1.22,3.67,1.63,2.65
1208,1,2.78,2.74,2.94,2.51,2.65
1209,1,4.54,3.46,4.02,2.60,2.65
1210,1,1.87,2.50,1.62,2.05,2.65
1211,1,2.29,2.11,3.44,3.88,2.65
1212,1,3.72,4.36,2.78,3.24,2.65
1213,0,1.05,2.73,1.59,2.80,2.65
1214,1,2.74,2.79,1.62,2.44,2.65
1215,1,2.00,1.46,1.35,3.44,2.65
1216,0,1.10,2.57,3.22,3.07,2.65
1217,1,3.26,4.33,2.65,7.39,2.79
1218,1,2.34,1.67,2.89,2.65,2.88
1219,0,2.15,1.47,2.07,2.65,2.09
1220,1,3.02,3.54,3.37,2.65,3.97
1221,0,2.95,1.03,1.66,2.65,2.66
1222,0,2.70,1.91,1.98,2.65,3.79
1223,1,1.94,3.05,1.87,2.65,2.49
1224,0,2.65,1.17,3.37,1.52,3.22
1225,1,2.65,2.95,3.18,3.33,3.51
1226,1,1.40,3.20,1.76,2.40,3.22
1227,0,2.47,3.12,2.60,2.40,2.13
1228,1,2.27,1.52,1.87,2.40,3.62
1229,0,5.12,1.87,4.32,2.40,4.02
1230,1,1.06,3.09,3.02,2.40,3.06
1231,0,4.58,2.40,2.62,2.69,1.56
1232,1,2.72,2.50,1.49,2.40,3.31
1233,1,1.65,2.40,3.00,2.41,2.11
1234,1,2.16,2.40,2.59,2.03,2.70
1235,1,2.83,2.40,2.59,1.88,2.30
1236,0,1.51,2.40,2.59,2.42,1.74
1237,1,2.14,2.95,1.87,2.40,2.02
1238,0,1.64,4.48,2.16,2.40,1.14
1239,0,2.26,1.27,2.75,2.40,1.93
1240,0,1.01,1.35,1.85,2.40,5.30
1241,1,2.08,1.71,1.43,2.40,1.76
1242,1,1.55,2.00,2.16,2.40,2.16
1243,1,2.66,1.68,2.00,2.40,1.45
1244,0,2.24,1.69,1.94,2.40,1.72
1245,1,1.49,2.67,2.90,2.21,3.11
1246,0,2.07,0.88,1.40,1.74,3.11
1247,1,2.11,3.23,1.90,2.20,3.11
1248,0,2.72,1.43,2.77,2.30,3.11
1249,1,1.87,1.83,1.96,2.32,3.11
1250,1,2.92,2.71,2.73,2.88,3.11
1251,0,3.82,2.38,2.67,1.87,3.11
1252,1,1.91,1.57,1.96,2.37,3.11
1253,1,1.66,2.21,2.88,2.86,3.11
1254,1,1.65,1.75,1.85,2.49,3.11
1255,1,2.58,4.64,2.20,2.19,3.11
1256,1,2.50,3.70,2.10,1.71,3.11
1257,1,1.37,2.40,2.45,2.80,3.11
1258,0,2.28,2.04,3.56,2.21,3.11
1259,0,3.24,3.11,2.13,0.88,3.11
1260,0,2.31,2.73,1.58,1.73,3.11
1261,0,1.32,3.11,2.54,2.24,3.11
1262,1,1.59,2.02,2.29,1.92,3.11
1263,1,2.87,1.39,2.42,2.92,3.11
1264,1,2.52,1.95,3.09,2.65,3.11
1265,1,2.73,2.15,1.40,4.81,1.98
1266,1,1.06,2.15,3.00,2.29,2.69
1267,1,2.56,2.15,1.77,1.72,2.11
1268,1,4.20,2.15,2.09,1.86,2.83
1269,1,1.49,1.29,3.57,2.37,2.15
1270,0,1.72,2.15,2.11,1.61,1.93
1271,0,1.06,2.15,2.31,1.54,2.10
1272,1,2.43,2.15,3.04,1.83,1.72
1273,1,1.88,2.15,1.73,2.07,1.49
1274,1,2.42,2.15,2.50,1.96,1.76
1275,1,2.83,2.15,1.75,1.90,3.49
1276,0,2.15,2.44,2.12,1.75,1.81
1277,1,2.15,2.30,2.15,2.39,2.12
1278,0,1.82,2.15,1.42,2.88,3.23
1279,0,2.62,2.15,2.08,2.54,1.43
1280,0,2.04,1.85,2.15,0.88,3.25
1281,0,0.99,0.99,2.15,2.15,2.70
1282,0,2.15,1.31,2.38,2.13,1.91
1283,1,2.06,1.69,2.31,2.15,4.39
1284,0,2.15,2.01,2.09,1.60,2.22
1285,0,1.57,2.08,2.43,1.79,1.59
1286,0,1.27,2.27,0.93,3.62,1.57
1287,1,2.39,2.01,2.31,2.60,1.57
1288,0,1.39,1.41,1.70,2.35,1.57
1289,0,1.85,2.26,2.43,2.97,1.57
1290,1,2.62,1.56,2.41,1.08,1.57
1291,0,2.21,1.78,1.57,2.76,4.35
1292,0,2.44,1.68,2.03,2.20,1.57
1293,0,1.98,1.37,2.48,2.20,1.57
1294,1,1.77,1.17,2.33,2.20,1.57
1295,1,2.03,4.98,1.57,2.20,1.57
1296,0,1.29,2.44,2.58,2.20,1.57
1297,0,1.64,1.94,0.95,2.20,1.57
1298,0,3.53,2.58,2.55,2.91,1.57
1299,1,4.25,2.24,2.55,1.54,1.57
1300,0,1.82,0.72,3.11,3.79,1.57
1301,1,1.55,3.10,1.05,2.54,1.57
1302,1,2.42,1.11,2.32,2.95,1.57
1303,1,2.90,1.52,2.25,2.43,1.57
1304,1,2.02,4.12,1.96,2.44,2.98
1305,1,2.43,2.16,2.20,2.44,3.40
1306,0,1.60,1.50,2.55,2.44,3.29
1307,0,1.74,1.41,2.10,2.44,2.60
1308,0,5.73,2.52,1.22,2.44,1.00
1309,0,1.45,0.95,2.16,2.44,3.81
1310,1,1.80,2.17,1.92,2.44,2.53
1311,0,1.61,1.37,1.90,2.44,2.17
1312,1,3.00,2.32,3.67,2.44,3.43
1313,1,2.08,3.68,1.63,2.44,2.63
1314,0,1.28,1.86,1.47,2.44,1.97
1315,0,1.20,2.73,2.74,2.44,2.01
1316,1,1.76,2.90,2.41,2.44,2.01
1317,0,1.39,3.10,2.53,2.44,3.25
1318,0,2.03,1.92,2.37,2.44,3.07
1319,1,1.82,3.03,1.99,2.44,3.39
1320,0,2.25,1.49,3.49,2.49,1.49
1321,0,1.81,7.21,0.82,2.49,1.82
1322,0,1.30,1.86,2.79,3.44,4.24
1323,0,1.30,2.30,2.00,2.49,2.17
1324,0,1.30,2.91,2.21,1.73,2.42
1325,0,2.29,1.30,1.49,2.29,1.61
1326,0,1.30,2.80,2.14,2.43,2.03
1327,0,1.30,2.30,2.39,1.76,3.84
1328,0,1.94,2.77,2.28,1.30,1.45
1329,0,1.30,2.13,2.21,1.92,2.61
1330,1,2.38,1.96,1.30,1.81,1.51
1331,0,1.30,2.36,2.99,4.75,1.90
1332,1,1.30,2.88,1.84,1.30,2.15
1333,1,1.30,1.71,4.32,1.70,1.67
1334,0,1.30,1.66,2.40,3.03,2.49
1335,0,1.30,1.57,2.37,1.73,2.35
1336,1,1.30,2.30,2.20,3.48,2.11
1337,1,1.30,2.46,1.79,1.44,2.09
1338,1,1.30,0.99,3.47,2.20,2.03
1339,1,1.30,1.82,0.76,2.38,2.35
1340,1,2.38,2.84,2.29,1.30,2.84
1341,0,1.87,1.79,2.92,1.51,2.61
1342,0,1.87,2.38,2.42,1.74,0.99
1343,0,1.61,2.92,1.60,1.87,4.10
1344,0,1.87,3.29,2.14,2.56,1.97
1345,0,1.87,2.07,1.34,2.33,1.47
1346,0,1.87,1.85,1.61,3.30,1.00
1347,1,1.87,1.24,2.37,2.65,4.44
1348,0,2.05,1.87,2.87,3.41,3.79
1349,0,1.87,0.65,2.79,3.27,3.67
1350,1,1.87,1.44,1.56,2.11,3.82
1351,0,1.87,5.80,2.52,1.71,1.67
1352,0,1.87,1.77,2.32,2.46,6.63
1353,0,2.31,3.24,2.57,1.87,2.98
1354,1,1.53,1.87,1.58,0.90,3.07
1355,0,1.87,2.58,1.62,1.90,2.94
1356,0,1.87,3.81,2.74,2.07,2.22
1357,1,1.87,1.43,3.30,1.34,3.77
1358,1,1.87,3.55,1.00,2.25,2.14
1359,0,1.87,2.52,2.46,1.83,2.11
1360,1,1.87,1.29,2.69,2.14,2.65
1361,0,2.09,1.40,2.62,3.46,2.28
1362,1,3.86,1.96,2.62,2.29,2.53
1363,1,4.25,2.55,2.62,1.68,1.63
1364,1,2.38,1.89,2.62,2.21,1.98
1365,0,1.60,2.23,2.62,2.68,2.81
1366,0,3.58,2.85,1.75,2.62,3.10
1367,0,2.33,2.62,1.95,2.40,2.63
1368,0,2.81,2.05,2.01,1.92,2.62
1369,0,1.82,2.67,2.62,2.71,2.92
1370,1,1.94,2.03,2.01,2.21,2.62
1371,1,3.97,2.95,2.62,2.07,2.26
1372,1,2.54,3.05,3.59,2.67,2.62
1373,1,2.62,2.37,1.73,2.39,4.14
1374,0,1.06,1.75,2.62,2.09,3.39
1375,1,2.30,2.86,2.62,2.15,3.83
1376,1,1.84,2.96,2.62,2.53,1.72
1377,0,1.69,2.90,2.62,1.97,1.11
1378,1,2.00,2.60,2.82,2.27,2.62
1379,1,3.83,3.98,2.62,1.59,2.76
1380,0,1.60,1.72,2.62,3.15,1.78
1381,1,1.72,3.20,2.62,2.06,2.48
1382,1,1.99,2.49,2.62,2.59,1.59
1383,1,1.92,2.62,2.62,2.50,2.31
1384,1,2.45,2.11,2.62,2.28,2.05
1385,0,2.04,1.97,2.62,1.88,1.43
1386,0,1.70,2.33,2.62,2.28,2.74
1387,1,1.84,2.42,2.62,2.31,1.26
1388,0,2.62,2.21,1.48,3.30,2.47
1389,0,2.62,3.24,1.80,1.79,2.98
1390,0,2.62,2.05,3.01,3.01,3.11
1391,1,2.62,2.86,2.09,3.01,3.01
1392,0,2.22,2.62,1.51,2.94,2.35
1393,1,2.75,2.57,2.62,2.05,2.43
1394,0,4.58,2.40,2.62,2.69,1.56
1395,0,0.93,2.62,2.36,3.84,1.62
1396,0,2.01,2.10,2.62,3.04,3.16
1397,1,2.12,3.15,2.62,2.73,2.75
1398,0,2.31,2.60,2.62,3.55,1.44
1399,0,1.75,1.89,2.62,2.09,2.04
1400,0,1.89,1.35,0.79,3.00,3.26
1401,1,1.89,4.26,2.93,3.28,3.00
1402,1,1.89,2.07,2.18,1.43,2.44
1403,0,1.45,1.89,2.09,2.35,2.60
1404,1,2.63,1.89,1.99,3.04,2.72
1405,0,1.89,2.74,2.62,2.98,2.60
1406,0,1.89,2.51,3.40,2.50,3.65
1407,1,1.89,1.81,1.80,2.07,4.52
1408,1,1.89,2.11,2.26,2.24,3.70
1409,1,1.89,1.73,3.62,2.36,3.97
1410,0,1.89,2.20,3.16,2.07,2.17
1411,1,1.89,2.05,2.93,3.73,1.91
1412,0,1.89,2.46,1.47,1.53,1.88
1413,1,1.89,3.19,3.32,5.85,5.32
1414,1,1.89,2.53,2.32,1.47,2.88
1415,0,1.89,1.77,1.96,3.30,1.79
1416,0,1.89,1.02,3.00,2.14,3.79
1417,0,1.89,0.95,2.47,1.90,2.49
1418,1,1.89,3.78,2.54,3.45,2.46
1419,0,1.89,2.97,2.42,2.22,1.82
1420,1,1.72,4.56,1.83,2.13,1.96
1421,0,1.96,2.13,3.02,2.07,2.74
1422,0,3.20,2.13,2.24,2.21,1.96
1423,1,1.95,2.13,2.24,2.48,1.96
1424,1,1.96,2.13,2.51,1.80,2.32
1425,1,2.13,4.08,1.59,2.67,1.96
1426,0,2.13,1.95,1.92,0.94,1.96
1427,0,1.82,2.13,1.23,0.80,1.96
1428,0,2.40,2.05,3.35,2.13,1.96
1429,0,0.98,2.13,1.83,1.04,1.96
1430,0,2.13,1.96,2.48,3.48,2.58
1431,0,1.24,2.13,2.08,2.08,1.96
1432,0,2.19,2.64,1.96,2.39,1.83
1433,0,1.96,2.19,2.54,2.39,1.95
1434,0,1.96,2.23,1.78,2.13,2.33
1435,1,2.61,2.13,3.55,2.28,1.96
1436,1,2.46,2.13,3.00,2.28,1.96
1437,0,2.13,1.91,2.69,2.82,1.96
1438,0,2.13,2.46,2.79,2.25,1.96
1439,0,2.21,2.13,1.77,3.09,1.96
1440,1,2.02,2.35,2.80,2.19,2.65
1441,1,2.89,3.21,2.58,2.19,2.65
1442,0,2.68,2.19,1.34,2.18,1.87
1443,1,2.04,2.19,2.15,2.18,3.81
1444,1,2.89,2.15,2.19,2.18,1.69
1445,0,1.86,2.41,2.19,2.18,2.07
1446,0,1.61,1.87,1.72,2.68,2.19
1447,1,2.21,1.89,3.57,3.13,2.19
1448,1,2.14,2.45,1.95,2.46,2.19
1449,0,2.40,2.19,1.81,1.78,1.79
1450,0,2.32,2.36,1.95,2.24,2.19
1451,1,2.32,1.46,2.22,2.24,2.19
1452,0,2.19,3.20,2.32,2.25,3.41
1453,1,2.32,2.25,2.19,2.12,3.29
1454,0,3.07,1.57,1.40,1.85,2.19
1455,0,2.81,2.46,2.85,2.49,2.19
1456,0,2.12,3.26,2.86,2.19,2.85
1457,0,2.19,1.06,1.81,1.74,2.51
1458,0,2.68,2.12,2.19,2.36,2.35
1459,1,1.37,1.06,2.86,3.26,2.19
1460,0,1.90,1.86,1.18,2.52,1.77
1461,0,1.30,1.86,2.79,3.44,4.24
1462,1,1.64,1.86,2.31,3.48,4.64
1463,0,2.71,1.86,5.51,1.20,1.67
1464,1,3.24,1.86,2.41,2.72,2.41
1465,0,3.06,1.86,1.22,3.33,2.34
1466,1,3.29,1.86,3.00,2.98,2.94
1467,0,1.13,1.86,1.72,2.12,2.32
1468,0,2.44,1.86,3.65,3.47,2.92
1469,0,1.48,1.86,1.52,2.50,1.26
1470,0,2.15,1.86,1.56,2.51,1.82
1471,1,1.68,1.86,1.81,2.62,2.24
1472,0,2.79,1.86,2.68,2.22,2.23
1473,1,1.73,1.86,1.19,3.67,2.70
1474,0,2.55,1.86,2.07,3.35,2.32
1475,0,2.77,1.86,3.11,1.32,2.28
1476,0,2.32,1.86,2.79,2.57,2.22
1477,1,2.40,1.86,2.34,2.53,2.25
1478,0,2.61,1.86,2.20,2.62,5.27
1479,0,1.70,4.71,2.52,3.81,2.71
1480,0,2.79,0.93,2.52,3.81,1.99
1481,0,2.52,2.63,1.42,3.81,1.98
1482,1,2.52,3.86,3.66,3.81,2.30
1483,1,2.52,1.95,2.66,3.81,2.27
1484,0,2.54,2.35,2.06,3.81,2.59
1485,0,1.59,2.25,2.38,3.81,3.06
1486,0,1.87,3.81,2.74,2.07,2.22
1487,1,2.04,2.83,2.43,3.81,1.74
1488,1,3.10,3.36,2.43,3.81,1.61
1489,0,2.43,1.74,2.75,3.81,2.86
1490,1,2.52,2.92,2.50,3.81,3.17
1491,0,1.88,1.91,2.52,3.81,1.31
1492,1,3.23,2.64,2.52,3.81,2.67
1493,0,2.43,2.77,1.60,2.78,3.81
1494,0,2.43,2.43,1.77,3.81,1.81
1495,1,2.43,3.28,2.27,3.81,1.84
1496,1,2.43,3.40,1.95,3.81,2.18
1497,1,2.43,1.27,1.77,3.81,4.16
1498,1,1.81,1.79,2.62,3.81,2.02
1499,0,3.01,2.62,2.70,2.69,0.73
1500,1,1.43,1.32,1.81,2.69,3.30
1501,0,1.58,1.59,2.23,2.69,1.51
1502,0,1.41,2.25,2.17,2.69,3.77
1503,0,2.26,2.06,2.75,2.69,2.48
1504,1,2.97,1.87,2.19,2.69,7.63
1505,1,1.22,2.68,2.65,2.69,1.48
1506,0,1.89,1.36,2.01,2.69,2.31
1507,0,2.63,1.38,1.48,2.58,2.69
1508,0,2.34,3.28,2.46,1.87,2.69
1509,1,2.77,2.26,2.66,2.46,2.69
1510,1,3.36,1.72,1.95,2.69,1.94
1511,0,1.97,2.61,2.88,2.69,2.76
1512,1,1.61,4.09,1.68,2.69,2.11
1513,1,2.08,2.30,3.29,2.69,2.23
1514,0,1.54,2.21,1.90,2.69,2.00
1515,1,2.32,3.18,2.05,2.69,2.67
1516,0,4.58,2.40,2.62,2.69,1.56
1517,0,2.69,2.08,3.01,1.53,2.00
1518,0,3.20,2.99,2.37,2.69,1.08
1519,1,1.97,1.83,1.96,3.30,1.47
1520,0,1.86,2.51,1.83,2.29,1.48
1521,0,4.63,1.39,1.83,1.48,2.07
1522,0,2.27,2.66,1.83,1.19,2.93
1523,1,3.04,2.85,1.83,2.16,1.80
1524,1,2.67,3.87,1.83,1.09,2.64
1525,1,2.03,1.44,1.83,1.48,6.20
1526,1,2.35,1.95,1.83,2.37,1.41
1527,0,1.02,2.77,1.83,2.46,1.32
1528,0,1.55,3.25,1.83,1.76,1.11
1529,1,2.77,2.32,1.83,2.82,3.18
1530,0,2.83,3.00,1.83,1.98,1.42
1531,0,2.53,1.83,3.15,2.36,3.29
1532,0,1.87,2.30,1.83,2.51,2.76
1533,0,2.76,1.83,2.38,3.21,2.12
1534,1,3.03,1.83,2.07,2.28,4.47
1535,0,3.48,1.83,3.02,1.99,3.17
1536,0,1.59,1.62,1.83,1.95,2.42
1537,0,1.65,1.81,1.83,1.31,2.89
1538,0,1.77,2.35,1.83,1.83,1.98
1539,1,3.97,2.95,2.62,2.07,2.26
1540,1,2.38,1.60,2.52,2.91,2.26
1541,1,2.55,2.26,3.77,3.11,8.20
1542,1,2.08,2.26,2.97,2.38,2.97
1543,0,1.38,2.26,2.27,3.51,2.74
1544,1,1.38,2.26,2.57,2.00,2.43
1545,0,1.38,2.26,1.64,2.08,3.51
1546,1,1.38,2.26,1.75,2.75,1.91
1547,1,1.38,2.26,2.42,2.00,3.17
1548,1,3.88,2.26,5.64,2.61,3.32
1549,0,2.89,2.30,2.47,2.26,2.22
1550,1,2.66,2.26,1.18,2.90,3.12
1551,0,1.50,2.26,3.04,3.02,4.30
1552,0,1.95,2.26,1.71,2.45,1.11
1553,0,0.94,2.96,1.37,3.06,2.26
1554,1,3.01,2.26,2.47,3.77,2.69
1555,0,1.21,2.26,2.85,2.94,2.06
1556,0,1.38,2.26,3.63,2.05,2.79
1557,1,2.13,3.06,2.58,4.28,2.32
1558,1,1.72,4.56,1.83,2.13,1.96
1559,0,1.96,2.13,3.02,2.07,2.74
1560,0,3.20,2.13,2.24,2.21,1.96
1561,1,1.95,2.13,2.24,2.48,1.96
1562,1,1.96,2.13,2.51,1.80,2.32
1563,1,2.13,4.08,1.59,2.67,1.96
1564,0,2.13,1.95,1.92,0.94,1.96
1565,0,1.82,2.13,1.23,0.80,1.96
1566,0,2.40,2.05,3.35,2.13,1.96
1567,0,0.98,2.13,1.83,1.04,1.96
1568,0,2.13,1.96,2.48,3.48,2.58
1569,0,1.24,2.13,2.08,2.08,1.96
1570,1,1.72,2.13,2.39,2.00,4.17
1571,0,1.96,2.23,1.78,2.13,2.33
1572,0,2.06,2.13,3.45,2.04,2.02
1573,1,2.63,2.87,2.52,2.13,2.43
1574,1,2.61,2.13,3.55,2.28,1.96
1575,1,2.46,2.13,3.00,2.28,1.96
1576,0,2.13,1.91,2.69,2.82,1.96
1577,0,2.17,3.41,2.83,2.57,3.13
1578,1,2.54,3.41,2.20,2.31,0.94
1579,1,1.35,3.41,1.70,2.12,2.52
1580,1,1.63,2.63,3.41,1.52,2.01
1581,1,2.57,2.68,3.41,2.91,2.77
1582,1,3.41,4.25,2.61,2.96,2.77
1583,1,3.41,1.52,2.20,2.73,1.49
1584,1,3.41,2.70,2.25,2.60,3.33
1585,0,2.09,2.42,3.27,3.41,1.67
1586,0,1.41,2.34,3.41,1.97,1.89
1587,1,1.20,3.41,3.41,1.74,2.53
1588,1,3.41,1.83,2.70,2.00,2.99
1589,1,3.41,2.43,2.24,1.77,2.26
1590,1,3.41,2.99,1.34,2.53,3.77
1591,1,3.41,3.51,2.46,2.84,1.90
1592,0,3.41,1.90,2.76,1.74,2.57
1593,1,3.41,1.90,3.40,2.05,2.55
1594,1,3.41,1.90,3.09,2.60,2.27
1595,1,2.51,1.75,2.04,3.41,3.42
1596,1,3.41,2.52,2.24,2.99,1.57
1597,1,1.70,2.16,2.74,2.67,1.68
1598,0,1.76,1.68,2.74,2.53,2.04
1599,1,3.05,1.66,2.74,2.53,1.54
1600,0,1.84,2.13,2.74,2.03,2.41
1601,0,1.87,3.81,2.74,2.07,2.22
1602,0,1.79,2.05,2.74,3.49,2.82
1603,1,2.55,2.68,2.74,3.05,3.51
1604,0,1.68,1.62,2.74,2.54,1.62
1605,1,1.86,2.19,2.74,2.28,2.55
1606,1,2.20,2.46,2.74,1.46,5.33
1607,0,2.50,1.58,2.74,2.60,1.96
1608,0,3.72,2.81,2.74,3.33,3.65
1609,0,3.33,2.47,2.74,3.18,2.57
1610,1,2.37,2.39,2.74,1.80,3.29
1611,1,1.65,3.32,2.74,4.67,2.92
1612,0,0.33,2.64,2.74,2.32,5.09
1613,1,1.28,1.84,2.74,1.06,1.63
1614,0,4.52,6.08,2.74,3.30,2.32
1615,1,1.09,2.39,2.74,2.64,3.37
1616,0,2.61,0.68,2.74,1.65,2.39
1617,0,3.21,2.49,2.79,2.02,2.72
1618,0,1.91,1.88,1.76,1.83,2.79
1619,1,2.90,1.94,2.79,2.37,2.35
1620,1,2.14,3.00,2.79,2.48,4.12
1621,0,3.62,2.42,2.79,1.28,1.67
1622,1,1.01,4.38,2.79,2.91,2.20
1623,1,3.63,3.84,2.79,1.12,3.03
1624,0,2.49,1.50,2.79,2.57,2.46
1625,0,1.06,3.10,2.79,1.75,4.04
1626,1,2.05,3.57,2.79,2.82,2.38
1627,0,2.05,3.17,2.79,2.24,2.36
1628,0,1.90,2.17,2.79,1.95,1.72
1629,0,2.12,1.88,2.79,1.39,2.14
1630,1,1.75,2.21,2.79,0.97,1.55
1631,0,2.12,1.80,2.79,2.06,2.00
1632,1,3.13,2.52,2.79,3.73,2.70
1633,1,2.49,1.66,2.79,2.36,3.61
1634,1,2.29,3.05,2.79,2.36,1.80
1635,1,5.88,3.87,2.79,2.97,3.18
1636,0,1.65,3.33,1.80,2.18,2.14
1637,0,1.65,2.62,4.88,2.51,2.19
1638,0,1.65,1.78,1.70,2.26,1.21
1639,1,2.44,1.65,2.13,2.28,2.67
1640,1,1.65,1.75,1.85,2.49,3.11
1641,0,1.65,1.47,2.58,1.78,1.62
1642,0,1.90,1.65,2.55,1.98,1.55
1643,0,1.62,2.42,1.65,2.72,2.84
1644,1,1.65,1.62,2.83,3.17,3.96
1645,1,1.65,1.72,1.98,1.53,3.52
1646,0,1.65,2.31,3.01,2.04,1.79
1647,1,1.65,1.82,1.98,3.14,1.38
1648,0,1.65,0.50,1.76,1.66,2.27
1649,1,1.65,2.61,3.66,3.10,2.82
1650,1,1.65,2.16,2.49,1.89,1.46
1651,1,1.65,5.49,2.02,2.08,2.40
1652,0,1.65,1.90,4.88,1.93,3.00
1653,1,1.65,2.02,2.04,2.23,1.62
1654,0,1.74,1.65,2.57,1.97,3.14
1655,1,1.65,2.23,2.42,2.95,1.91
1656,0,2.15,2.20,2.80,2.11,1.66
1657,1,2.35,2.20,1.69,3.28,3.42
1658,0,2.23,2.20,2.34,2.00,2.96
1659,0,1.61,2.20,2.29,1.03,2.22
1660,1,1.98,2.20,2.10,1.87,3.25
1661,1,3.25,2.20,2.26,2.31,4.32
1662,0,1.79,2.20,1.83,2.44,2.94
1663,0,3.23,2.20,1.63,2.66,2.20
1664,0,1.93,2.20,2.09,1.68,2.00
1665,1,1.65,2.20,1.93,2.41,2.36
1666,1,2.16,2.20,2.21,2.17,1.90
1667,1,1.80,2.20,3.44,4.46,4.29
1668,0,1.77,2.20,3.67,2.05,2.57
1669,1,1.88,2.20,2.37,2.09,2.48
1670,0,1.62,2.20,1.99,1.74,3.15
1671,1,2.21,2.20,3.55,1.94,3.07
1672,1,2.60,2.20,2.88,2.83,1.94
1673,0,1.89,2.20,3.16,2.07,2.17
1674,1,1.60,2.20,2.04,2.48,2.64
1675,0,2.07,2.20,1.94,2.51,1.52
1676,1,1.38,2.71,3.02,2.93,2.41
1677,1,2.00,2.41,3.02,3.37,1.62
1678,0,1.66,3.54,3.02,3.37,2.14
1679,1,2.54,2.63,3.02,3.37,3.67
1680,1,2.80,2.69,3.02,3.37,1.98
1681,1,2.32,3.02,2.07,3.37,3.14
1682,0,1.75,2.19,3.02,2.21,2.69
1683,1,2.02,1.70,3.02,2.09,2.74
1684,1,2.11,1.32,3.02,2.58,2.31
1685,1,1.25,2.31,3.02,2.26,2.60
1686,0,2.14,3.02,3.02,3.37,2.55
1687,0,2.14,3.02,2.09,2.18,3.46
1688,0,3.15,2.32,3.02,1.70,3.15
1689,1,1.79,2.57,3.02,1.72,2.89
1690,1,2.46,2.89,3.02,2.93,2.74
1691,1,2.07,2.91,3.02,2.28,2.74
1692,0,1.96,2.13,3.02,2.07,2.74
1693,0,1.53,2.43,3.02,2.08,2.74
1694,1,2.05,3.76,3.02,2.59,2.74
1695,0,1.24,1.79,3.02,2.78,2.97
1696,1,4.58,2.08,3.19,2.49,1.56
1697,1,1.79,4.58,1.72,2.14,1.56
1698,1,2.33,2.81,3.44,4.58,1.56
1699,0,2.04,0.32,1.33,4.58,1.56
1700,1,4.58,3.71,2.51,2.76,1.56
1701,0,4.58,1.77,2.11,2.85,1.56
1702,1,4.58,1.54,3.07,1.87,1.56
1703,1,2.02,1.86,1.88,4.58,1.56
1704,0,3.30,2.02,4.36,4.58,1.56
1705,0,4.58,2.40,2.62,2.69,1.56
1706,0,4.58,2.51,4.51,3.05,1.56
1707,1,4.58,1.49,2.54,2.59,1.56
1708,1,4.58,3.83,2.69,2.06,1.56
1709,0,1.95,3.00,1.56,2.23,2.77
1710,0,2.03,4.43,1.56,3.21,2.77
1711,0,3.21,4.47,1.82,3.25,1.56
1712,0,1.39,2.24,1.56,1.80,1.99
